Time_s	Speed_km/h
1001	0.0855
1002	0.04275
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	0
1045	0
1046	0
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	0
1060	0
1061	0
1062	0
1063	0
1064	0
1065	0
1066	0
1067	0
1068	0
1069	0
1070	0
1071	0
1072	0
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	0
1081	0
1082	0
1083	0
1084	0
1085	0
1086	0
1087	0
1088	0
1089	0
1090	0
1091	0
1092	0
1093	0
1094	0
1095	0
1096	0
1097	0
1098	0
1099	0
1100	0
1101	0
1102	0
1103	0
1104	0
1105	0
1106	0
1107	0
1108	0
1109	0
1110	0
1111	0
1112	0
1113	0
1114	0
1115	0
1116	0
1117	0
1118	0
1119	0
1120	0
1121	0
1122	0
1123	0
1124	0
1125	0
1126	0
1127	0
1128	0
1129	0
1130	0
1131	0
1132	0
1133	0
1134	0
1135	0.041875
1136	0.08375
1137	0.167555555555555
1138	0.18451282051282
1139	0.203179487179487
1140	0.227897435897436
1141	0.26242735042735
1142	0.305401709401709
1143	0.355452991452991
1144	0.389846153846154
1145	0.413025641025641
1146	0.426324786324786
1147	0.438358974358974
1148	0.458393162393162
1149	0.500444444444444
1150	0.576820512820512
1151	0.698119658119657
1152	0.877504273504273
1153	1.12441025641026
1154	1.43617094017094
1155	1.82786324786325
1156	2.29842735042735
1157	2.84376068376068
1158	3.4642735042735
1159	4.13135042735043
1160	4.86140170940171
1161	5.63432478632478
1162	6.43353846153846
1163	7.25839316239316
1164	8.08875213675213
1165	8.92796581196581
1166	9.74345299145299
1167	10.5314871794872
1168	11.2645128205128
1169	11.921094017094
1170	12.5121025641026
1171	13.0455042735043
1172	13.5311111111111
1173	13.9579487179487
1174	14.3505299145299
1175	14.7062905982906
1176	15.0263931623932
1177	15.3198290598291
1178	15.5938461538461
1179	15.8397948717949
1180	16.0753162393162
1181	16.3003418803419
1182	16.5150085470085
1183	16.7244102564102
1184	16.9131965811966
1185	17.0888888888889
1186	17.2369230769231
1187	17.374735042735
1188	17.5071794871795
1189	17.622358974359
1190	17.7209914529914
1191	17.8102564102564
1192	17.8790085470085
1193	17.9049572649573
1194	17.8996581196581
1195	17.8637606837607
1196	17.8102564102564
1197	17.7182564102564
1198	17.5830085470085
1199	17.4357606837607
1200	17.2497777777778
1201	17.0299145299145
1202	16.794188034188
1203	16.5495384615385
1204	16.3045811965812
1205	16.0584957264957
1206	15.8306666666667
1207	15.6069401709402
1208	15.3993504273504
1209	15.1918290598291
1210	14.9976752136752
1211	14.8344615384615
1212	14.7062222222222
1213	14.6209914529914
1214	14.5784957264957
1215	14.5736068376068
1216	14.5980854700855
1217	14.6319316239316
1218	14.6940854700855
1219	14.774188034188
1220	14.8622905982906
1221	14.9491282051282
1222	15.0284444444444
1223	15.1156239316239
1224	15.1946666666667
1225	15.243452991453
1226	15.2922051282051
1227	15.3366495726496
1228	15.3608547008547
1229	15.3547008547008
1230	15.2854358974359
1231	15.1559316239316
1232	14.9584615384615
1233	14.7292649572649
1234	14.4712478632479
1235	14.2061196581197
1236	13.9057777777778
1237	13.6077264957265
1238	13.3568888888889
1239	13.1510085470085
1240	12.9916923076923
1241	12.8819829059829
1242	12.8430085470085
1243	12.8887179487179
1244	13.0118974358974
1245	13.2167521367521
1246	13.5011623931624
1247	13.8509401709402
1248	14.2625299145299
1249	14.7200341880342
1250	15.2254358974359
1251	15.7775042735043
1252	16.3242393162393
1253	16.8551111111111
1254	17.3519316239316
1255	17.7953162393162
1256	18.179452991453
1257	18.5297777777778
1258	18.8640341880342
1259	19.1663931623932
1260	19.4136068376068
1261	19.6086837606837
1262	19.7953504273504
1263	19.9669743589744
1264	20.099452991453
1265	20.166358974359
1266	20.1374017094017
1267	20.0414017094017
1268	19.8717264957265
1269	19.6062905982906
1270	19.2077606837607
1271	18.666735042735
1272	17.9624615384615
1273	17.1054700854701
1274	16.0980854700855
1275	14.9606153846154
1276	13.7106324786325
1277	12.3789743589744
1278	11.0115897435897
1279	9.63319658119658
1280	8.29326495726495
1281	7.00991452991453
1282	5.82526495726495
1283	4.74905982905983
1284	3.78317948717948
1285	2.93439316239316
1286	2.23329914529914
1287	1.66984615384615
1288	1.23080341880342
1289	0.901504273504272
1290	0.651829059829058
1291	0.486529914529913
1292	0.415247863247862
1293	0.415316239316239
1294	0.470085470085469
1295	0.540888888888888
1296	0.619897435897435
1297	0.688888888888888
1298	0.748717948717948
1299	0.806393162393162
1300	0.865435897435897
1301	0.924205128205128
1302	0.989025641025641
1303	1.05596581196581
1304	1.11682051282051
1305	1.18133333333333
1306	1.22567521367521
1307	1.25894017094017
1308	1.27391452991453
1309	1.27145299145299
1310	1.24502564102564
1311	1.20478632478632
1312	1.15408547008547
1313	1.09165811965812
1314	1.02646153846154
1315	0.956376068376068
1316	0.899999999999999
1317	0.856957264957264
1318	0.846666666666666
1319	0.868307692307692
1320	0.89876923076923
1321	0.948170940170939
1322	1.0282735042735
1323	1.15097435897436
1324	1.32929914529914
1325	1.57271794871795
1326	1.90441025641026
1327	2.32895726495726
1328	2.82878632478632
1329	3.40793162393162
1330	4.0822905982906
1331	4.83894017094017
1332	5.66242735042735
1333	6.55203418803419
1334	7.48403418803418
1335	8.44769230769231
1336	9.45832478632478
1337	10.4966495726496
1338	11.5531965811966
1339	12.6140512820513
1340	13.635282051282
1341	14.6042735042735
1342	15.4928205128205
1343	16.284
1344	16.9351794871795
1345	17.4162051282051
1346	17.7049914529915
1347	17.7889914529914
1348	17.6402393162393
1349	17.2816752136752
1350	16.7273162393162
1351	15.9911794871795
1352	15.0842393162393
1353	14.0134358974359
1354	12.8201025641026
1355	11.5440683760684
1356	10.2055726495726
1357	8.83179487179487
1358	7.46420512820512
1359	6.13203418803418
1360	4.87989743589743
1361	3.75558974358974
1362	2.77904273504273
1363	1.98102564102564
1364	1.37558974358974
1365	0.957914529914528
1366	0.752683760683759
1367	0.745675213675212
1368	0.900341880341878
1369	1.20297435897436
